"2018000003","8","4","GAA","YHU","H"
"2018000004","8","5","Plios","Caroline","F"
"2018000005","8","6","PTC","TOK","H"
"2018000006","8","7","GMY","ULH","H"
"2018000007","8","8","QWO","LFH","H"
"2018000008","8","9","Durad","Louis","H"
"2018000009","8","10","Durand","Olivier","H"
"2018000010","8","11","Drad","Louise","F"
"2018000011","8","12","Roli","Lou","F"
"2018000012","8","13","WNL","ZOV","F"
"2018000013","8","14","Tuile","Mathilde","F"
"2018000014","8","15","Roula","Celine","F"
"2018000045","8",NULL,"Paso","Bruno","H"
"2018000015","9","1","GCL","ESR","H"
"2018000016","9","2","CCV","TWU","F"
"2018000017","9","3","GMT","PAZ","H"
"2018000018","9","4","XAR","YYQ","F"
"2018000019","9","5","Drand","Mat","H"
"2018000020","9","6","Laple","Marie","F"
"2018000021","9","7","FBV","HPA","F"
"2018000022","9","8","XXZ","NRS","F"
"2018000023","9","9","QEA","USW","F"
"2018000024","9","10","CRL","HKQ","H"
"2018000025","9","11","CMJ","FGP","F"
"2018000026","9","12","KEF","WIG","H"
"2018000027","9","13","PWQ","XDE","H"
"2018000028","9","14","MVX","WPX","H"
"2018000029","9","15","AQR","XRD","F"
"2018000046","9",NULL,"Paso","Celine","F"
